,Unnamed: 0,DR_NO,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON,year,month,hour,crime_type,theft,vehicular
435626,435626,221306823,2205,12,Newton,707,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0344 1822,33,0,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,5900 S  MAIN                         ST,BROADWAY,1900,3834,2,1,22,0,0,0
283780,283780,210815130,1700,7,West LA,420,1,130,OTHER MISCELLANEOUS CRIME,1501,46,0,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,131,10400    ILONA                        AV,BROADWAY,2498,2371,1,9,17,0,0,0
362756,362756,220108119,200,0,Central,48,0,9,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 0416 0302 0421 0446 0334 0449,20,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,9,1200 S  FIGUEROA                     ST,BROADWAY,2450,3904,2,1,2,1,0,0
599053,599053,231015319,120,9,West Valley,548,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0906 1309 0302 1822 0400,23,0,7,7,PARKING LOT,1,HAND GUN,3,Invest Cont,6,17300    VENTURA                      BL,BROADWAY,3691,1480,3,9,1,0,0,0
81781,81781,202109280,1200,20,Topanga,1189,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1813 2000,47,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,63,21400    DUMETZ                       RD,BROADWAY,3606,617,0,3,12,1,0,0
528350,528350,231911422,1900,18,Mission,1053,1,126,EXTORTION,1259 1251 0337 1822,13,2,1,126,SINGLE FAMILY DWELLING,73,VERBAL THREAT,3,Invest Cont,127,10400    MARKLEIN                     AV,BROADWAY,4624,1873,3,6,19,0,0,0
445892,445892,221511775,800,14,N Hollywood,790,1,26,THEFT OF IDENTITY,0930 1822,33,2,12,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,7500    VANTAGE                      AV,BROADWAY,4100,2592,2,5,8,0,1,0
300212,300212,211818690,1,17,Southeast,992,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 1300 0329 1307,44,0,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,SAN PEDRO                    ST,88TH                         PL,1596,3878,1,8,0,0,1,0
592673,592673,232012742,1115,19,Olympic,1108,1,26,THEFT OF IDENTITY,1822 0100 0928,40,0,10,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,600    IROLO                        ST,BROADWAY,2627,3551,3,6,11,0,1,0
549403,549403,231318799,1100,12,Newton,689,1,60,BATTERY - SIMPLE ASSAULT,1202 0416 0913,62,0,2,8,PARK/PLAYGROUND,25,KNIFE WITH BLADE 6INCHES OR LESS,0,Adult Arrest,61,1200 E  43RD                         ST,BROADWAY,2088,4033,3,9,11,1,0,0
340898,340898,220817384,1820,7,West LA,427,1,26,THEFT OF IDENTITY,0100 1822,28,0,9,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,1600    MALCOLM                      AV,BROADWAY,2574,2197,2,9,18,0,1,0
257420,257420,211011332,1900,9,West Valley,507,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606 1300 1822 1309,26,2,12,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,8000    RESEDA                       BL,BROADWAY,4186,1214,1,6,19,0,0,1
423715,423715,221007287,1823,9,West Valley,510,0,38,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,30,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,7700    AMESTOY                      AV,BROADWAY,4134,1520,2,2,18,0,1,0
55582,55582,201110773,1946,10,Northeast,612,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0385,41,2,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,DUANE                        ST,WATERLOO                     ST,2936,3969,0,5,19,0,0,1
443752,443752,221208550,1630,11,77th Street,647,1,75,"BUNCO, ATTEMPT",1202,70,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,76,2000 W  70TH                         ST,BROADWAY,1793,3439,2,2,16,0,0,0
671857,671857,240400516,200,3,Hollenbeck,185,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329,33,0,2,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,4900    LYNNFIELD                    ST,BROADWAY,2831,4815,4,0,2,0,0,0
491501,491501,230506952,1530,4,Harbor,233,1,130,OTHER MISCELLANEOUS CRIME,0349,28,0,1,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,131,23600 S  WESTERN                      AV,BROADWAY,799,3486,3,2,15,0,0,0
202662,202662,220415275,1200,3,Hollenbeck,210,1,63,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 0416,12,2,7,126,SINGLE FAMILY DWELLING,62,UNKNOWN WEAPON/OTHER WEAPON,1,Adult Other,64,100 S  SOTO                         ST,BROADWAY,2469,4475,1,0,12,0,0,0
252930,252930,211805234,20,17,Southeast,997,0,9,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1243 0334 0416,39,2,7,126,SINGLE FAMILY DWELLING,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,9,9700 S  BROADWAY,BROADWAY,1510,3792,1,0,0,1,0,0
418782,418782,220405027,650,3,Hollenbeck,209,1,107,TRESPASSING,0913,27,2,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,108,100 N  SOTO                         ST,BROADWAY,2469,4475,2,0,6,0,0,0
272028,272028,221106289,1700,10,Northeast,586,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 1822 0429 0903,54,0,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,6,2900    DIVISION                     ST,BROADWAY,3127,4190,1,9,17,0,0,0
26175,26175,200813537,739,7,West LA,417,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0394,30,0,17,129,OTHER RESIDENCE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,1300 S  BUNDY                        DR,BROADWAY,2456,1917,0,7,7,0,1,0
301513,301513,212104743,1,20,Topanga,1144,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311 0906,64,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,8600    INTERNATIONAL                AV,BROADWAY,4293,585,1,0,0,0,0,0
140945,140945,201907190,1740,18,Mission,1085,1,126,EXTORTION,0344,30,2,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,127,8100    VAN NUYS                     BL,BROADWAY,4209,2085,0,2,17,0,0,0
518796,518796,231222985,900,11,77th Street,645,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1817 1402 0361 0913 0445,25,2,2,126,SINGLE FAMILY DWELLING,52,CLUB/BAT,3,Invest Cont,6,6100    10TH                         AV,BROADWAY,1877,3294,3,10,9,0,0,0
642865,642865,232015739,1955,19,Olympic,1125,0,13,BURGLARY,1822 0342 0344 0358 1609 0321 0202 0216 1608,46,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,1100 S  HARVARD                      BL,BROADWAY,2521,3507,3,8,19,0,1,0
51750,51750,201114528,800,10,Northeast,588,1,26,THEFT OF IDENTITY,0930 1822,40,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,4300    EAGLE ROCK                   BL,BROADWAY,3258,4341,0,7,8,0,1,0
403716,403716,220505129,2120,4,Harbor,251,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0361 0421 0603 2004,44,0,7,126,SINGLE FAMILY DWELLING,73,VERBAL THREAT,1,Adult Other,123,1400 E  L                            ST,BROADWAY,612,4108,2,0,21,0,0,0
592556,592556,231916383,2200,18,Mission,1055,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0913 1817,47,0,7,7,PARKING LOT,73,VERBAL THREAT,3,Invest Cont,123,10100 N  SEPULVEDA                    BL,BROADWAY,4565,1899,3,10,22,0,0,0
683479,683479,240704421,1300,6,Wilshire,349,1,26,THEFT OF IDENTITY,0929,82,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,900 S  LONGWOOD                     AV,BROADWAY,2619,3194,4,0,13,0,1,0
671966,671966,240607471,2205,5,Hollywood,303,1,26,THEFT OF IDENTITY,1501 1822 0930,30,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,1200 N  LAS PALMAS                   AV,BROADWAY,2957,3210,4,1,22,0,1,0
595836,595836,230309072,1400,2,Southwest,145,0,15,BURGLARY FROM VEHICLE,1300 1606 1822 0344,42,0,2,179,SHOPPING MALL (COMMON AREA),61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,3600 W  MARTIN LUTHER KING JR        BL,BROADWAY,2140,3222,3,3,14,0,0,1
584999,584999,230711593,930,6,Wilshire,369,1,26,THEFT OF IDENTITY,0930 1822 2004,51,0,17,129,OTHER RESIDENCE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,4500    ST CHARLES                   PL,BROADWAY,2474,3219,3,6,9,0,1,0
79033,79033,201300937,200,12,Newton,670,1,89,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0500 1402 0913,56,0,7,128,HOTEL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,90,1000 E  7TH                          ST,BROADWAY,2418,4134,0,7,2,0,0,0
79740,79740,201009158,30,9,West Valley,531,1,60,BATTERY - SIMPLE ASSAULT,2024 0400 0913 0562 0447 0416,53,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4,Juv Arrest,61,6300    RESEDA                       BL,BROADWAY,3879,1215,0,4,0,1,0,0
513378,513378,230818232,805,7,West LA,413,1,60,BATTERY - SIMPLE ASSAULT,0400 0416 0447,81,0,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,1900    BENECIA                      AV,BROADWAY,2586,2351,3,11,8,1,0,0
516120,516120,231810771,1700,17,Southeast,1016,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0913 2000 1814,30,2,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,13400 S  FIGUEROA                     ST,BROADWAY,1215,3746,3,4,17,0,0,0
351587,351587,231705210,1000,16,Devonshire,955,1,26,THEFT OF IDENTITY,0929,56,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,10000    GAVIOTA                      AV,BROADWAY,4553,1746,2,11,10,0,1,0
665480,665480,240907026,830,8,Van Nuys,459,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416,43,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,13400    VANOWEN                      ST,BROADWAY,3970,2327,4,2,8,1,0,0
690002,690002,240505009,1611,4,Harbor,262,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,24,0,17,39,PATIO*,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,1200 W  15TH                         ST,BROADWAY,185,3539,4,0,16,0,1,0
439403,439403,220806522,2050,7,West LA,406,0,13,BURGLARY,1609 1822 1402 0321 0344,52,2,17,126,SINGLE FAMILY DWELLING,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,13,10600    LE CONTE                     AV,BROADWAY,2683,2217,2,2,20,0,1,0
506812,506812,231308407,1400,12,Newton,682,1,60,BATTERY - SIMPLE ASSAULT,2021 0913 1202 0444 0429 1243,74,2,7,135,NURSING/CONVALESCENT/RETIREMENT HOME,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,2600    MAPLE                        AV,BROADWAY,2254,3854,3,2,14,1,0,0
129709,129709,200214304,30,1,Rampart,83,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1822,21,0,12,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,BIXEL,MARYLAND,2589,3964,0,7,0,0,1,0
318634,318634,220310994,1409,2,Southwest,119,0,40,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1221 0104 0325 1822 0342 0352,19,3,18,112,DEPARTMENT STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,41,3500 S  LA CIENEGA                   BL,BROADWAY,2273,2851,2,4,14,0,1,0
100369,100369,201913287,2200,18,Mission,1075,0,15,BURGLARY FROM VEHICLE,0344 1609,24,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,SEPULVEDA                    BL,PARTHENIA                    ST,4312,1896,0,7,22,0,0,1
299964,299964,211410540,1750,13,Pacific,718,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0913,31,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,63,3400    KEYSTONE                     AV,BROADWAY,2284,2466,1,3,17,1,0,0
621671,621671,232015606,800,19,Olympic,1114,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,51,2,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,800 S  GRAMERCY                     PL,BROADWAY,2612,3441,3,8,8,0,0,0
309225,309225,211610279,2100,15,Foothill,882,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0913 0421 1814,38,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",73,VERBAL THREAT,0,Adult Arrest,123,12200    OSBORNE                      PL,BROADWAY,4621,2548,1,7,21,0,0,0
536519,536519,230305452,1558,2,Southwest,157,0,4,ROBBERY,1822 0325 1309 1402 0945 0444 0104 0344,20,3,18,117,BEAUTY SUPPLY STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,4,4000 S  WESTERN                      AV,BROADWAY,2140,3484,3,0,15,1,0,0
619499,619499,231224128,1645,11,77th Street,656,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0342 0416 0431,28,0,2,0,STREET,74,MACE/PEPPER SPRAY,3,Invest Cont,6,79TH                         ST,HOOVER                       ST,1709,3702,3,11,16,0,0,0
388798,388798,221204986,1300,11,77th Street,652,1,130,OTHER MISCELLANEOUS CRIME,0913 0603,54,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,131,7000    2ND                          AV,BROADWAY,1795,3376,2,0,13,0,0,0
210106,210106,211308340,2217,12,Newton,669,0,15,BURGLARY FROM VEHICLE,0344 1307,22,0,18,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,600 E  11TH                         ST,BROADWAY,2386,4047,1,3,22,0,0,1
286586,286586,210807338,1,7,West LA,407,0,15,BURGLARY FROM VEHICLE,0321 0344 0346,46,0,2,159,GARAGE/CARPORT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,10400    EASTBORNE                    AV,BROADWAY,2607,2314,1,0,0,0,0,1
145631,145631,201604278,700,15,Foothill,894,1,26,THEFT OF IDENTITY,0923 1822 1816 0906,33,2,17,53,OTHER BUSINESS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,7100    FOOTHILL                     BL,BROADWAY,4509,3714,0,0,7,0,1,0
295413,295413,211907593,1235,18,Mission,1076,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0385,23,0,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,14900    PARTHENIA                    ST,BROADWAY,4310,1993,1,3,12,0,0,1
448922,448922,220206675,22,1,Rampart,73,1,26,THEFT OF IDENTITY,1822 0100 0930,24,0,2,146,BANK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,200    WITMER                       ST,BROADWAY,2641,3958,2,2,0,0,1,0
2486,2486,201407549,500,13,Pacific,769,0,15,BURGLARY FROM VEHICLE,1609 1307,35,0,2,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,8000 S  SEPULVEDA                    BL,BROADWAY,1676,2567,0,2,5,0,0,1
483947,483947,220221801,540,1,Rampart,92,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2001 1822 0416,43,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,6,1300    LINWOOD                      AV,BROADWAY,2539,3891,2,11,5,0,0,0
232558,232558,211309621,240,12,Newton,677,0,9,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 0432 0448 0408,23,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,9,1100 E  23RD                         ST,BROADWAY,2244,4038,1,4,2,1,0,0
157353,157353,211318875,1530,12,Newton,671,1,109,VIOLATION OF COURT ORDER,2038,36,0,7,99,RECYCLING CENTER,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,110,2100 E  10TH                         ST,BROADWAY,2287,4224,1,10,15,0,0,0
286374,286374,211507815,2000,14,N Hollywood,792,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344,61,0,17,91,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,11600    SHERMAN                      WY,BROADWAY,4043,2722,1,2,20,0,1,0
315138,315138,220710079,1900,6,Wilshire,340,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0400 0913,12,2,1,8,PARK/PLAYGROUND,53,FIXED OBJECT,4,Juv Arrest,6,400 S  CURSON                       AV,BROADWAY,2706,3037,2,5,19,0,0,0
125536,125536,201708420,1730,16,Devonshire,927,1,110,VIOLATION OF RESTRAINING ORDER,2038,47,2,17,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,111,ZELZAH,STALLION MEA                 WY,4933,1348,0,3,17,0,0,0
444922,444922,220608563,325,5,Hollywood,295,1,60,BATTERY - SIMPLE ASSAULT,0400 0416 1822,37,2,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,7000    HOLLYWOOD                    BL,BROADWAY,3046,3156,2,3,3,1,0,0
34658,34658,201715933,415,16,Devonshire,928,1,60,BATTERY - SIMPLE ASSAULT,0602 0416 0562 0913 1202,61,2,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,12100    BRADFORD                     PL,BROADWAY,4936,1520,0,11,4,1,0,0
637601,637601,231012030,1000,9,West Valley,513,0,15,BURGLARY FROM VEHICLE,1822 0344 0321 1300 0329 0935,38,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,7300    SYLVIA                       AV,BROADWAY,4058,1051,3,6,10,0,0,1
415216,415216,221107350,1730,10,Northeast,594,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,28,0,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,4300    RUSSELL                      AV,BROADWAY,3076,3742,2,2,17,0,0,1
68791,68791,200410990,2145,3,Hollenbeck,214,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1419 0302 0421 0913 0360 1218 1407,57,2,7,20,YARD (RESIDENTIAL/BUSINESS),2,RIFLE,0,Adult Arrest,6,500 S  ST LOUIS                     ST,BROADWAY,2407,4407,0,6,21,0,0,0
153110,153110,211508435,530,14,N Hollywood,849,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,23,0,17,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,10900    VENTURA                      BL,BROADWAY,3425,2898,1,3,5,0,0,0
71849,71849,201517720,800,14,N Hollywood,806,0,13,BURGLARY,0352 0321 1601 1414 0344 1607,41,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,6100    BLUEBELL                     AV,BROADWAY,3848,2468,0,10,8,0,1,0
517081,517081,231613069,1200,15,Foothill,886,0,13,BURGLARY,0344 1606,57,2,12,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,10000    TUJUNGA CANYON               BL,BROADWAY,4527,3768,3,9,12,0,1,0
112943,112943,200312262,1000,2,Southwest,113,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0319 0421 0443 1251 1822 1906,17,0,17,126,SINGLE FAMILY DWELLING,73,VERBAL THREAT,3,Invest Cont,123,2500    7TH                          AV,BROADWAY,2375,3325,0,5,10,0,0,0
451599,451599,220816136,1200,7,West LA,388,1,73,"BUNCO, GRAND THEFT",0701 0800 0344,37,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,74,9900    ANTHONY                      PL,BROADWAY,3066,2252,2,9,12,0,1,0
29303,29303,201208558,2225,11,77th Street,666,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1822 0329,47,0,2,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,9400 S  MANHATTAN                    PL,BROADWAY,1543,3473,0,2,22,0,1,0
647657,647657,231006300,720,9,West Valley,546,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1300,75,2,17,172,JUNIOR HIGH SCHOOL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,18700    LINNET                       ST,BROADWAY,3703,1164,3,1,7,0,0,0
63243,63243,201014018,900,9,West Valley,539,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0394 1822 0344 1202,70,0,17,18,"PORCH, RESIDENTIAL",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,18300    HATTERAS                     ST,BROADWAY,3805,1267,0,8,9,0,1,0
382518,382518,220913739,1815,8,Van Nuys,454,0,13,BURGLARY,1414 1607 0358 0344,42,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,13,13500    CANTLAY                      ST,BROADWAY,4050,2293,2,8,18,0,1,0
375846,375846,221606934,1450,15,Foothill,905,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0447 0913,32,2,7,126,SINGLE FAMILY DWELLING,54,ROCK/THROWN OBJECT,1,Adult Other,63,11900    NEENACH                      ST,BROADWAY,4306,2639,2,3,14,1,0,0
206478,206478,211314444,1930,12,Newton,670,0,15,BURGLARY FROM VEHICLE,1307 0344,22,2,2,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,700    GLADYS                       AV,BROADWAY,2414,4131,1,7,19,0,0,1
111247,111247,201506823,1200,14,N Hollywood,803,1,112,CONTEMPT OF COURT,1501,64,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,113,6600    RIVERTON                     AV,BROADWAY,3935,2914,0,1,12,0,0,0
332105,332105,220314656,2030,2,Southwest,141,1,60,BATTERY - SIMPLE ASSAULT,1822 1251 0202 0522,19,0,17,174,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,3500    TROUSDALE                    PK,BROADWAY,2246,3705,2,7,20,1,0,0
327869,327869,220218104,900,1,Rampart,83,1,26,THEFT OF IDENTITY,0100 1822 0928,54,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,600 S  BIXEL                        ST,BROADWAY,2571,3953,2,7,9,0,1,0
312804,312804,221605586,900,15,Foothill,851,1,60,BATTERY - SIMPLE ASSAULT,0913 0416 0444 0361,45,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,61,12800    CORCORAN                     ST,BROADWAY,4931,2441,2,1,9,1,0,0
